7.200000000000000000e+01,1.800000000000000000e+01,6.000000000000000000e+01,7.200000000000000000e+01,1.437700000000000000e+04,1.767000000000000000e+03,5.670000000000000000e+02,-2.193749904632568359e+01
8.200000000000000000e+01,1.000000000000000000e+00,7.800000000000000000e+01,7.800000000000000000e+01,1.699100000000000000e+04,1.848000000000000000e+03,6.210000000000000000e+02,4.950000762939446020e+00
6.200000000000000000e+01,1.300000000000000000e+01,6.900000000000000000e+01,8.400000000000000000e+01,1.164700000000000000e+04,1.766000000000000000e+03,4.990000000000000000e+02,7.616250133514404297e+01
6.700000000000000000e+01,5.000000000000000000e+00,4.700000000000000000e+01,7.000000000000000000e+01,9.098000000000000000e+03,1.359000000000000000e+03,4.600000000000000000e+02,1.012500047683716176e+01
8.500000000000000000e+01,1.200000000000000000e+01,7.200000000000000000e+01,7.700000000000000000e+01,1.505900000000000000e+04,2.792000000000000000e+03,6.170000000000000000e+02,1.800000000000000000e+01
2.400000000000000000e+01,5.900000000000000000e+01,2.300000000000000000e+01,7.400000000000000000e+01,6.719000000000000000e+03,9.720000000000000000e+02,3.400000000000000000e+02,8.887500047683719373e+00
1.100000000000000000e+01,2.900000000000000000e+01,7.000000000000000000e+01,7.400000000000000000e+01,5.941000000000000000e+03,7.830000000000000000e+02,2.020000000000000000e+02,1.388249950408935547e+02
3.100000000000000000e+01,4.000000000000000000e+01,3.800000000000000000e+01,7.400000000000000000e+01,6.728000000000000000e+03,1.365000000000000000e+03,3.610000000000000000e+02,8.999977111816406250e-01
8.000000000000000000e+01,1.600000000000000000e+01,7.400000000000000000e+01,7.400000000000000000e+01,1.409400000000000000e+04,2.066000000000000000e+03,5.050000000000000000e+02,4.117499542236328836e+01
6.600000000000000000e+01,4.700000000000000000e+01,2.800000000000000000e+01,7.400000000000000000e+01,1.153400000000000000e+04,1.951000000000000000e+03,4.520000000000000000e+02,-9.821250343322753906e+01
6.400000000000000000e+01,6.200000000000000000e+01,3.200000000000000000e+01,8.200000000000000000e+01,1.260000000000000000e+04,2.433000000000000000e+03,6.740000000000000000e+02,-5.174999904632568359e+01
7.300000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,7.600000000000000000e+01,1.478000000000000000e+04,2.026000000000000000e+03,4.970000000000000000e+02,-5.872499752044677734e+01
4.000000000000000000e+01,6.300000000000000000e+01,1.800000000000000000e+01,7.000000000000000000e+01,1.227000000000000000e+04,1.171000000000000000e+03,5.790000000000000000e+02,2.430000114440917969e+01
4.700000000000000000e+01,7.800000000000000000e+01,2.400000000000000000e+01,8.300000000000000000e+01,1.241500000000000000e+04,1.299000000000000000e+03,4.620000000000000000e+02,-6.277499914169311523e+01
2.600000000000000000e+01,8.100000000000000000e+01,8.400000000000000000e+01,8.500000000000000000e+01,1.496500000000000000e+04,1.934000000000000000e+03,6.160000000000000000e+02,8.279999542236328125e+01
3.000000000000000000e+01,7.900000000000000000e+01,8.100000000000000000e+01,7.900000000000000000e+01,1.690500000000000000e+04,1.879000000000000000e+03,5.880000000000000000e+02,3.611250114440918679e+01
